Product_ID,Product_Category,price$,storeID,supplierID,storeName,supplierName
P00024742,Toys,66.66,4,18,Game Zone,Razer Inc.
P00053642,Baby,3.62,1,16,Electro Mart,Sony Corporation
P00101842,Household Essentials,72.27,3,39,Sound Zone,Sonos Inc.
P00011342,Household Essentials,68.89,2,13,Tech Haven,Samsung Electronics
P00002942,Electronics,47.38,3,39,Sound Zone,Sonos Inc.
P00258442,Health & Beauty,67.02,4,18,Game Zone,Razer Inc.
P00246342,Patio & Garden,33.19,6,9,Photo World,Canon Inc.
P00331342,Toys,69.43,4,18,Game Zone,Razer Inc.
P00360742,Health & Beauty,49.43,5,18,InnoTech,Razer Inc.
P00120442,Toys,31.97,4,18,Game Zone,Razer Inc.
P00196042,Clothing,34.86,3,39,Sound Zone,Sonos Inc.
P00276142,Pets,14.97,6,9,Photo World,Canon Inc.
P00176942,Health & Beauty,35.44,2,13,Tech Haven,Samsung Electronics
P00216542,Toys,60.12,4,18,Game Zone,Razer Inc.
P00295542,Toys,18.93,2,13,Tech Haven,Samsung Electronics
P00091142,Toys,64.23,7,17,Health Zone,Garmin Ltd.
P00026542,Toys,64.53,2,13,Tech Haven,Samsung Electronics
P00242042,Toys,5.17,7,17,Health Zone,Garmin Ltd.
P00184342,Toys,69.39,1,16,Electro Mart,Sony Corporation
P00049542,Toys,6.01,6,9,Photo World,Canon Inc.
P00155642,Toys,64.15,3,39,Sound Zone,Sonos Inc.
P00347342,Toys,38.98,3,39,Sound Zone,Sonos Inc.
P00007142,Health & Beauty,41.95,5,18,InnoTech,Razer Inc.
P00221442,Grocery,74.16,3,39,Sound Zone,Sonos Inc.
P00167942,Grocery,42.69,2,13,Tech Haven,Samsung Electronics
P00201442,Grocery,15.43,5,18,InnoTech,Razer Inc.
P00014642,Toys,46.33,3,39,Sound Zone,Sonos Inc.
P00285642,Electronics,9.08,1,16,Electro Mart,Sony Corporation
P00246042,Office & School Supplies,36.78,4,18,Game Zone,Razer Inc.
P00204342,Office & School Supplies,66,5,18,InnoTech,Razer Inc.
P00025042,Health & Beauty,57.47,3,39,Sound Zone,Sonos Inc.
P00066542,Grocery,36.81,1,16,Electro Mart,Sony Corporation
P00177342,Toys,12.07,4,18,Game Zone,Razer Inc.
P00322942,Electronics,58.76,1,16,Electro Mart,Sony Corporation
P00266042,Toys,21.39,3,39,Sound Zone,Sonos Inc.
P00177642,Toys,40.3,3,39,Sound Zone,Sonos Inc.
P00281642,Grocery,26.47,2,13,Tech Haven,Samsung Electronics
P00282442,Health & Beauty,6.91,51,51,Pakistan,Pakistan
P00042742,Health & Beauty,35.74,4,18,Game Zone,Razer Inc.
P00001242,Health & Beauty,45.71,6,9,Photo World,Canon Inc.
P00339942,Grocery,53.88,5,18,InnoTech,Razer Inc.
P00029542,Grocery,39.44,7,17,Health Zone,Garmin Ltd.
P00244342,Patio & Garden,14.68,5,18,InnoTech,Razer Inc.
P00280642,Patio & Garden,67.81,5,18,InnoTech,Razer Inc.
P00244442,Patio & Garden,31.62,3,39,Sound Zone,Sonos Inc.
P00105442,Patio & Garden,22.18,3,39,Sound Zone,Sonos Inc.
P00194142,Patio & Garden,37.82,4,18,Game Zone,Razer Inc.
P00313942,Pharmacy & OTC,50.23,1,16,Electro Mart,Sony Corporation
P00084342,Furniture,76.84,4,18,Game Zone,Razer Inc.
P00198642,Toys,65.69,7,17,Health Zone,Garmin Ltd.
P00115842,"Arts, Crafts & Sewing",77.37,2,13,Tech Haven,Samsung Electronics
P00128142,Grocery,25.81,4,18,Game Zone,Razer Inc.
P00021142,Health & Beauty,14.42,6,9,Photo World,Canon Inc.
P00043542,Toys,56.92,2,13,Tech Haven,Samsung Electronics
P00102842,Toys,47.05,3,39,Sound Zone,Sonos Inc.
P00041842,Household Essentials,49.68,1,16,Electro Mart,Sony Corporation
P00242642,Baby,41.34,1,16,Electro Mart,Sony Corporation
P00231942,Patio & Garden,59.7,4,18,Game Zone,Razer Inc.
P00174142,Home & Kitchen,61.41,1,16,Electro Mart,Sony Corporation
P00260442,Grocery,51.83,4,18,Game Zone,Razer Inc.
P00016842,Grocery,48.18,5,18,InnoTech,Razer Inc.
P00255942,Grocery,45.76,3,39,Sound Zone,Sonos Inc.
P00268342,Health & Beauty,50.08,2,13,Tech Haven,Samsung Electronics
P00223542,Grocery,38.28,6,9,Photo World,Canon Inc.
P00122442,Grocery,50.76,4,18,Game Zone,Razer Inc.
P00298942,Grocery,20.62,1,16,Electro Mart,Sony Corporation
P00042542,Grocery,60.39,3,39,Sound Zone,Sonos Inc.
P00078842,Grocery,72.59,2,13,Tech Haven,Samsung Electronics
P00084842,Toys,61.46,3,39,Sound Zone,Sonos Inc.
P00216742,Health & Beauty,40.71,4,18,Game Zone,Razer Inc.
P00006142,Toys,22.02,6,9,Photo World,Canon Inc.
P00233442,Grocery,26.77,4,18,Game Zone,Razer Inc.
P00024342,Toys,77.04,5,18,InnoTech,Razer Inc.
P00024242,Health & Beauty,11.65,4,18,Game Zone,Razer Inc.
P00093342,Grocery,12.38,3,39,Sound Zone,Sonos Inc.
P00333642,Patio & Garden,40.01,6,9,Photo World,Canon Inc.
P00364442,Grocery,42.5,2,13,Tech Haven,Samsung Electronics
P00346042,Household Essentials,75.25,4,18,Game Zone,Razer Inc.
P00282242,Health & Beauty,62.71,2,13,Tech Haven,Samsung Electronics
P00180342,Patio & Garden,15.4,7,17,Health Zone,Garmin Ltd.
P00113642,Toys,36.95,2,13,Tech Haven,Samsung Electronics
P00001042,Grocery,40.32,7,17,Health Zone,Garmin Ltd.
P00083942,Pets,53.7,1,16,Electro Mart,Sony Corporation
P00117842,Health & Beauty,63.89,6,9,Photo World,Canon Inc.
P00148042,Toys,19.28,3,39,Sound Zone,Sonos Inc.
P00053042,Health & Beauty,65.2,3,39,Sound Zone,Sonos Inc.
P00004642,Toys,62.95,5,18,InnoTech,Razer Inc.
P00158042,Toys,16.9,3,39,Sound Zone,Sonos Inc.
P00259142,Health & Beauty,69.85,2,13,Tech Haven,Samsung Electronics
P00282042,Health & Beauty,25.17,5,18,InnoTech,Razer Inc.
P00047942,Health & Beauty,51.1,3,39,Sound Zone,Sonos Inc.
P00131542,Toys,56.46,1,16,Electro Mart,Sony Corporation
P00264242,Toys,60.94,4,18,Game Zone,Razer Inc.
P00343442,Pets,30.45,5,18,InnoTech,Razer Inc.
P00254642,Health & Beauty,51.85,3,39,Sound Zone,Sonos Inc.
P00320842,Grocery,30.75,1,16,Electro Mart,Sony Corporation
P00074242,Health & Beauty,13.8,4,18,Game Zone,Razer Inc.
P00018142,Health & Beauty,54.4,1,16,Electro Mart,Sony Corporation
P00229942,Health & Beauty,27.93,3,39,Sound Zone,Sonos Inc.
P00355642,"Arts, Crafts & Sewing",34.16,3,39,Sound Zone,Sonos Inc.
P00142942,Grocery,42.59,2,13,Tech Haven,Samsung Electronics
P00035342,Electronics,56.41,51,51,Pakistan,Pakistan
P00017542,Health & Beauty,28.89,4,18,Game Zone,Razer Inc.
P00217942,Health & Beauty,41.94,6,9,Photo World,Canon Inc.
P00072542,Health & Beauty,57.59,5,18,InnoTech,Razer Inc.
P00178242,Toys,45.95,7,17,Health Zone,Garmin Ltd.
P00352642,Grocery,58.08,5,18,InnoTech,Razer Inc.
P00145642,Grocery,47.65,5,18,InnoTech,Razer Inc.
P00100942,Health & Beauty,47.22,3,39,Sound Zone,Sonos Inc.
P00105042,Health & Beauty,23.33,3,39,Sound Zone,Sonos Inc.
P00305042,Patio & Garden,59.97,4,18,Game Zone,Razer Inc.
P00181542,Patio & Garden,21.98,1,16,Electro Mart,Sony Corporation
P00014942,Toys,53.49,4,18,Game Zone,Razer Inc.
P00125142,Patio & Garden,74.02,7,17,Health Zone,Garmin Ltd.
P00368242,Health & Beauty,42.6,2,13,Tech Haven,Samsung Electronics
P00243542,Patio & Garden,71.76,4,18,Game Zone,Razer Inc.
P00342042,Patio & Garden,63.63,6,9,Photo World,Canon Inc.
P00179242,Patio & Garden,62.59,2,13,Tech Haven,Samsung Electronics
P00129142,Grocery,17.82,3,39,Sound Zone,Sonos Inc.
P00359242,Grocery,65,1,16,Electro Mart,Sony Corporation
P00308342,Health & Beauty,10.49,1,16,Electro Mart,Sony Corporation
P00216042,Health & Beauty,34.69,4,18,Game Zone,Razer Inc.
P00220342,Health & Beauty,28.31,1,16,Electro Mart,Sony Corporation
P00171342,Furniture,30.78,4,18,Game Zone,Razer Inc.
P0095842,Home & Kitchen,58.85,5,18,InnoTech,Razer Inc.
P00256042,Household Essentials,17.81,3,39,Sound Zone,Sonos Inc.
P00124242,Patio & Garden,20.56,2,13,Tech Haven,Samsung Electronics
P00236542,Toys,71.63,6,9,Photo World,Canon Inc.
P00353542,Health & Beauty,30.54,4,18,Game Zone,Razer Inc.
P00319242,Toys,65.5,1,16,Electro Mart,Sony Corporation
P00311942,Electronics,67.72,3,39,Sound Zone,Sonos Inc.
P00197142,Health & Beauty,40.25,2,13,Tech Haven,Samsung Electronics
P00065242,Electronics,21.05,3,39,Sound Zone,Sonos Inc.
P00194342,Home & Kitchen,6.42,4,18,Game Zone,Razer Inc.
P00180142,Patio & Garden,71.79,6,9,Photo World,Canon Inc.
P00168342,Patio & Garden,63.98,4,18,Game Zone,Razer Inc.
P00265342,Baby,73.78,5,18,InnoTech,Razer Inc.
P00319042,Health & Beauty,20.7,4,18,Game Zone,Razer Inc.
P00093242,Toys,21.45,3,39,Sound Zone,Sonos Inc.
P00051642,Toys,76.21,6,9,Photo World,Canon Inc.
P00293342,Toys,45.15,2,13,Tech Haven,Samsung Electronics
P00153842,Toys,41.11,4,18,Game Zone,Razer Inc.
P00130842,Health & Beauty,16.7,2,13,Tech Haven,Samsung Electronics
P00155842,Toys,78.29,7,17,Health Zone,Garmin Ltd.
P00211242,Toys,7.08,2,13,Tech Haven,Samsung Electronics
P00221042,Grocery,40.02,7,17,Health Zone,Garmin Ltd.
P00008142,Toys,71.48,1,16,Electro Mart,Sony Corporation
P00079942,Toys,16.88,6,9,Photo World,Canon Inc.
P00320942,Grocery,4.07,3,39,Sound Zone,Sonos Inc.
P00319442,Toys,55.97,3,39,Sound Zone,Sonos Inc.
P00235142,Health & Beauty,41.61,5,18,InnoTech,Razer Inc.
P00280442,Patio & Garden,26.15,3,39,Sound Zone,Sonos Inc.
P00173242,Health & Beauty,30.75,2,13,Tech Haven,Samsung Electronics
P0095542,Electronics,18.41,5,18,InnoTech,Razer Inc.
P00265142,Home & Kitchen,34.27,3,39,Sound Zone,Sonos Inc.
P00074342,Health & Beauty,49.53,1,16,Electro Mart,Sony Corporation
P00135342,Health & Beauty,4.3,4,18,Game Zone,Razer Inc.
P00316642,Clothing,33.61,5,18,InnoTech,Razer Inc.
P00264642,Toys,9.08,3,39,Sound Zone,Sonos Inc.
P00157642,Grocery,10,1,16,Electro Mart,Sony Corporation
P00070342,Grocery,64.52,4,18,Game Zone,Razer Inc.
P00073642,Toys,65.66,1,16,Electro Mart,Sony Corporation
P00268542,Health & Beauty,66.6,3,39,Sound Zone,Sonos Inc.
P00136742,Grocery,66.87,3,39,Sound Zone,Sonos Inc.
P00001542,Grocery,45.81,2,13,Tech Haven,Samsung Electronics
P00154242,Toys,63.67,51,51,Pakistan,Pakistan
P00050142,Health & Beauty,2.79,4,18,Game Zone,Razer Inc.
P00130642,Patio & Garden,21.85,6,9,Photo World,Canon Inc.
P00024642,Health & Beauty,21.17,5,18,InnoTech,Razer Inc.
P00329942,Health & Beauty,46.91,7,17,Health Zone,Garmin Ltd.
P00192742,Patio & Garden,49.56,5,18,InnoTech,Razer Inc.
P00138842,Health & Beauty,35.48,5,18,InnoTech,Razer Inc.
P00185842,Clothing,46.6,3,39,Sound Zone,Sonos Inc.
P00115042,Health & Beauty,4.74,3,39,Sound Zone,Sonos Inc.
P00120642,Health & Beauty,51.61,4,18,Game Zone,Razer Inc.
P00005742,Toys,75.99,1,16,Electro Mart,Sony Corporation
P00048042,Grocery,64.22,4,18,Game Zone,Razer Inc.
P00273342,Automotive,68.22,7,17,Health Zone,Garmin Ltd.
P00180042,Patio & Garden,52.73,2,13,Tech Haven,Samsung Electronics
P00365342,Grocery,46.09,4,18,Game Zone,Razer Inc.
P00146742,Grocery,36.4,6,9,Photo World,Canon Inc.
P00335742,Health & Beauty,25.87,2,13,Tech Haven,Samsung Electronics
P00114842,Health & Beauty,19.23,3,39,Sound Zone,Sonos Inc.
P00366442,Toys,2.8,1,16,Electro Mart,Sony Corporation
P00348942,Toys,14.36,1,16,Electro Mart,Sony Corporation
P00270842,Health & Beauty,3.43,4,18,Game Zone,Razer Inc.
P00339342,Grocery,19.1,1,16,Electro Mart,Sony Corporation
P00358442,Grocery,29.65,4,18,Game Zone,Razer Inc.
P00031142,"Arts, Crafts & Sewing",40.91,5,18,InnoTech,Razer Inc.
P00118042,Toys,54.06,3,39,Sound Zone,Sonos Inc.
P00331142,Health & Beauty,20.56,2,13,Tech Haven,Samsung Electronics
P00156542,Clothing,59.78,6,9,Photo World,Canon Inc.
P00033442,Clothing,46.6,4,18,Game Zone,Razer Inc.
P00154442,Toys,23.83,1,16,Electro Mart,Sony Corporation
P00274642,Clothing,11.26,3,39,Sound Zone,Sonos Inc.
P00313242,Toys,73.29,2,13,Tech Haven,Samsung Electronics
P00279542,Toys,4.55,3,39,Sound Zone,Sonos Inc.
P00203742,Furniture,67.97,4,18,Game Zone,Razer Inc.
P00354442,Health & Beauty,28.57,6,9,Photo World,Canon Inc.
P00178142,Toys,73.72,4,18,Game Zone,Razer Inc.
P00092142,Toys,55.97,5,18,InnoTech,Razer Inc.
P00318342,Appliances,79.2,4,18,Game Zone,Razer Inc.
P00210942,Health & Beauty,62.12,3,39,Sound Zone,Sonos Inc.
P00215442,Office & School Supplies,5.03,6,9,Photo World,Canon Inc.
P00309242,Health & Beauty,36.86,2,13,Tech Haven,Samsung Electronics
P00109942,Toys,54.28,4,18,Game Zone,Razer Inc.
P00208042,Toys,69.26,2,13,Tech Haven,Samsung Electronics
P00029742,Health & Beauty,58.19,7,17,Health Zone,Garmin Ltd.
P00240442,Household Essentials,48.02,2,13,Tech Haven,Samsung Electronics
P00304642,Electronics,18.03,7,17,Health Zone,Garmin Ltd.
P00067942,Health & Beauty,6.04,1,16,Electro Mart,Sony Corporation
P00361942,Grocery,5.23,6,9,Photo World,Canon Inc.
P00083242,Patio & Garden,37.57,3,39,Sound Zone,Sonos Inc.
P00366942,Toys,8.86,3,39,Sound Zone,Sonos Inc.
P00149142,Patio & Garden,27.26,5,18,InnoTech,Razer Inc.
P00214642,Patio & Garden,33.88,3,39,Sound Zone,Sonos Inc.
P00181942,Patio & Garden,22.09,2,13,Tech Haven,Samsung Electronics
P00296042,Toys,14.23,5,18,InnoTech,Razer Inc.
P00189042,Toys,32.91,3,39,Sound Zone,Sonos Inc.
P00134942,Health & Beauty,64.57,1,16,Electro Mart,Sony Corporation
P00359042,Electronics,26.27,4,18,Game Zone,Razer Inc.
P00088842,Toys,61.07,5,18,InnoTech,Razer Inc.
P00159442,Health & Beauty,76.29,3,39,Sound Zone,Sonos Inc.
P00341242,Baby,37.33,1,16,Electro Mart,Sony Corporation
P00122542,Patio & Garden,4.33,4,18,Game Zone,Razer Inc.
P00295342,Electronics,25.65,1,16,Electro Mart,Sony Corporation
P00323642,Toys,24.89,3,39,Sound Zone,Sonos Inc.
P00101542,Furniture,19.64,3,39,Sound Zone,Sonos Inc.
P00307942,Household Essentials,15.62,2,13,Tech Haven,Samsung Electronics
P00297542,Toys,47.55,51,51,Pakistan,Pakistan
P00287642,Toys,32.59,4,18,Game Zone,Razer Inc.
P00115742,Household Essentials,12.84,6,9,Photo World,Canon Inc.
P00120542,Toys,47.66,5,18,InnoTech,Razer Inc.
P00330342,Health & Beauty,68.46,7,17,Health Zone,Garmin Ltd.
P00296942,Toys,2.32,5,18,InnoTech,Razer Inc.
P00332142,Toys,65.6,5,18,InnoTech,Razer Inc.
P00370042,Grocery,22.43,3,39,Sound Zone,Sonos Inc.
P00130242,Toys,26.34,3,39,Sound Zone,Sonos Inc.
P00320742,Grocery,19.38,4,18,Game Zone,Razer Inc.
P00101042,Health & Beauty,18.75,1,16,Electro Mart,Sony Corporation
P00169742,Grocery,45.5,4,18,Game Zone,Razer Inc.
P00352242,Grocery,5.15,7,17,Health Zone,Garmin Ltd.
P00181742,Patio & Garden,31.44,2,13,Tech Haven,Samsung Electronics
P00078242,Health & Beauty,38.86,4,18,Game Zone,Razer Inc.
P00059842,Health & Beauty,11.63,6,9,Photo World,Canon Inc.
P00072842,Health & Beauty,26.99,2,13,Tech Haven,Samsung Electronics
P00198242,Electronics,56.59,3,39,Sound Zone,Sonos Inc.
P00335842,Health & Beauty,54.02,1,16,Electro Mart,Sony Corporation
P00174842,Pharmacy & OTC,48.15,1,16,Electro Mart,Sony Corporation
P00214842,Appliances,5.11,4,18,Game Zone,Razer Inc.
P00248742,Health & Beauty,55.25,1,16,Electro Mart,Sony Corporation
P00052242,Toys,47.63,4,18,Game Zone,Razer Inc.
P00047742,"Arts, Crafts & Sewing",31.55,5,18,InnoTech,Razer Inc.
P00155142,Grocery,59.03,3,39,Sound Zone,Sonos Inc.
P0009842,Toys,32.95,2,13,Tech Haven,Samsung Electronics
P00052742,"Arts, Crafts & Sewing",70.18,6,9,Photo World,Canon Inc.
P00036242,Health & Beauty,58.52,4,18,Game Zone,Razer Inc.
P00025342,Household Essentials,79.07,1,16,Electro Mart,Sony Corporation
P00271042,Household Essentials,36.53,3,39,Sound Zone,Sonos Inc.
P00312842,"Arts, Crafts & Sewing",53.22,2,13,Tech Haven,Samsung Electronics
P00370642,Toys,58.6,3,39,Sound Zone,Sonos Inc.
P00309342,"Arts, Crafts & Sewing",60.28,4,18,Game Zone,Razer Inc.
P00109842,Toys,38.93,6,9,Photo World,Canon Inc.
P00287342,Health & Beauty,35.29,4,18,Game Zone,Razer Inc.
P00192242,Home & Kitchen,70.99,5,18,InnoTech,Razer Inc.
P00025942,Toys,55.58,4,18,Game Zone,Razer Inc.
P00084242,Toys,31.04,3,39,Sound Zone,Sonos Inc.
P00107242,Automotive,7.67,6,9,Photo World,Canon Inc.
P00128542,Grocery,2.61,2,13,Tech Haven,Samsung Electronics
P00260642,Home & Kitchen,45.48,4,18,Game Zone,Razer Inc.
P00082242,Patio & Garden,68.64,2,13,Tech Haven,Samsung Electronics
P00249742,Grocery,72.59,7,17,Health Zone,Garmin Ltd.
P00129042,Grocery,36.14,2,13,Tech Haven,Samsung Electronics
P00288242,Health & Beauty,14.3,7,17,Health Zone,Garmin Ltd.
P00184242,Sports & Outdoors,27.08,1,16,Electro Mart,Sony Corporation
P00302642,"Arts, Crafts & Sewing",33.26,6,9,Photo World,Canon Inc.
P00126042,Toys,29.75,3,39,Sound Zone,Sonos Inc.
P00349442,Household Essentials,54.48,3,39,Sound Zone,Sonos Inc.
P00169642,Health & Beauty,64,5,18,InnoTech,Razer Inc.
P00010542,Electronics,72.33,3,39,Sound Zone,Sonos Inc.
P00222042,Grocery,47.64,2,13,Tech Haven,Samsung Electronics
P0096342,Toys,37.79,5,18,InnoTech,Razer Inc.
P00356742,Health & Beauty,65.61,3,39,Sound Zone,Sonos Inc.
P00155242,Home & Kitchen,17.6,1,16,Electro Mart,Sony Corporation
P00041942,Health & Beauty,55.37,4,18,Game Zone,Razer Inc.
P00358342,Patio & Garden,49.7,5,18,InnoTech,Razer Inc.
P00127742,Grocery,60.15,3,39,Sound Zone,Sonos Inc.
P00066942,Toys,50.8,1,16,Electro Mart,Sony Corporation
P00085842,Pets,53.61,4,18,Game Zone,Razer Inc.
P00284742,Health & Beauty,40.2,1,16,Electro Mart,Sony Corporation
P00254242,Health & Beauty,7.64,3,39,Sound Zone,Sonos Inc.
P00210542,Health & Beauty,51.75,3,39,Sound Zone,Sonos Inc.
P00086342,Toys,42.68,2,13,Tech Haven,Samsung Electronics
P00315642,Toys,23.58,51,51,Pakistan,Pakistan
P0099442,Household Essentials,50.82,4,18,Game Zone,Razer Inc.
P00108542,Health & Beauty,26.27,6,9,Photo World,Canon Inc.
P00337142,Pets,68.74,5,18,InnoTech,Razer Inc.
P00111242,Grocery,27.83,7,17,Health Zone,Garmin Ltd.
P00263542,"Arts, Crafts & Sewing",62.11,5,18,InnoTech,Razer Inc.
P00250942,Patio & Garden,42.72,5,18,InnoTech,Razer Inc.
P00265442,Health & Beauty,73.24,3,39,Sound Zone,Sonos Inc.
P00006842,Health & Beauty,77.73,3,39,Sound Zone,Sonos Inc.
P00156842,Clothing,20.73,4,18,Game Zone,Razer Inc.
P00075442,Health & Beauty,70.08,1,16,Electro Mart,Sony Corporation
P00217342,Grocery,49.65,4,18,Game Zone,Razer Inc.
P00195042,Household Essentials,21.08,7,17,Health Zone,Garmin Ltd.
P00253542,Toys,24.28,2,13,Tech Haven,Samsung Electronics
P00324642,Toys,29.72,4,18,Game Zone,Razer Inc.
P00228342,Grocery,4.1,6,9,Photo World,Canon Inc.
P0098742,Toys,28.33,2,13,Tech Haven,Samsung Electronics
P00026642,Toys,63.37,3,39,Sound Zone,Sonos Inc.
P00296242,Toys,63.61,1,16,Electro Mart,Sony Corporation
P00144042,Electronics,31.94,1,16,Electro Mart,Sony Corporation
P00040942,"Arts, Crafts & Sewing",19.7,4,18,Game Zone,Razer Inc.
P00043842,Toys,42.59,1,16,Electro Mart,Sony Corporation
P00032142,Health & Beauty,10.36,4,18,Game Zone,Razer Inc.
P00000542,Health & Beauty,16.54,5,18,InnoTech,Razer Inc.
P00035642,Toys,21.91,3,39,Sound Zone,Sonos Inc.
P00291242,Toys,65.76,2,13,Tech Haven,Samsung Electronics
P00198842,Toys,39.3,6,9,Photo World,Canon Inc.
P00256342,Health & Beauty,33.86,4,18,Game Zone,Razer Inc.
P00298442,"Arts, Crafts & Sewing",20.27,1,16,Electro Mart,Sony Corporation
P00191942,Electronics,47.76,3,39,Sound Zone,Sonos Inc.
P00230942,Health & Beauty,31.8,2,13,Tech Haven,Samsung Electronics
P00305342,Health & Beauty,27.31,3,39,Sound Zone,Sonos Inc.
P00157142,Patio & Garden,77.77,4,18,Game Zone,Razer Inc.
P00256842,Health & Beauty,50.86,6,9,Photo World,Canon Inc.
P00002042,Grocery,56.66,4,18,Game Zone,Razer Inc.
P00294242,Clothing,61.03,5,18,InnoTech,Razer Inc.
P00193642,Electronics,38.45,4,18,Game Zone,Razer Inc.
P00109542,Toys,34.01,3,39,Sound Zone,Sonos Inc.
P00169442,Toys,20.36,6,9,Photo World,Canon Inc.
P00022142,Grocery,74.43,2,13,Tech Haven,Samsung Electronics
P00231242,"Arts, Crafts & Sewing",72.88,4,18,Game Zone,Razer Inc.
P00299142,Health & Beauty,38.85,2,13,Tech Haven,Samsung Electronics
P00337542,Health & Beauty,11.16,7,17,Health Zone,Garmin Ltd.
P00065042,Health & Beauty,61.18,2,13,Tech Haven,Samsung Electronics
P00148442,Electronics,63.6,7,17,Health Zone,Garmin Ltd.
P00349242,Toys,8.76,1,16,Electro Mart,Sony Corporation
P00289842,Grocery,58.56,6,9,Photo World,Canon Inc.
P00033942,Health & Beauty,3.81,3,39,Sound Zone,Sonos Inc.
P00190542,Home & Kitchen,14.85,3,39,Sound Zone,Sonos Inc.
P00207942,Household Essentials,51.48,5,18,InnoTech,Razer Inc.
P00164842,Health & Beauty,33.16,3,39,Sound Zone,Sonos Inc.
P00266442,Health & Beauty,78.41,2,13,Tech Haven,Samsung Electronics
P00346242,Grocery,45.43,5,18,InnoTech,Razer Inc.
P00103242,Toys,3.09,3,39,Sound Zone,Sonos Inc.
P00061542,Health & Beauty,2.12,1,16,Electro Mart,Sony Corporation
P00209142,Health & Beauty,51.57,4,18,Game Zone,Razer Inc.
P00052442,Health & Beauty,28.64,5,18,InnoTech,Razer Inc.
P00116542,Health & Beauty,29.84,3,39,Sound Zone,Sonos Inc.
P00325742,Electronics,77.44,1,16,Electro Mart,Sony Corporation
P00340042,Health & Beauty,44.72,4,18,Game Zone,Razer Inc.
P00221742,Grocery,20.74,1,16,Electro Mart,Sony Corporation
P00241742,Health & Beauty,76.26,3,39,Sound Zone,Sonos Inc.
P00018842,Toys,22.22,3,39,Sound Zone,Sonos Inc.
P00297742,Toys,25.94,2,13,Tech Haven,Samsung Electronics
P00168142,Toys,51.41,51,51,Pakistan,Pakistan
P00106042,Health & Beauty,30.65,4,18,Game Zone,Razer Inc.
P00163442,Household Essentials,10.99,6,9,Photo World,Canon Inc.
P00237842,Health & Beauty,66,5,18,InnoTech,Razer Inc.
P00300042,"Arts, Crafts & Sewing",5.05,7,17,Health Zone,Garmin Ltd.
P00196542,Health & Beauty,24.01,5,18,InnoTech,Razer Inc.
P00273942,Health & Beauty,70.26,5,18,InnoTech,Razer Inc.
P00272842,Health & Beauty,26.85,3,39,Sound Zone,Sonos Inc.
P00116042,Toys,75.1,3,39,Sound Zone,Sonos Inc.
P00012142,Health & Beauty,68.61,4,18,Game Zone,Razer Inc.
P00104942,Health & Beauty,19.31,1,16,Electro Mart,Sony Corporation
P00117242,Toys,39.01,4,18,Game Zone,Razer Inc.
P00085642,Health & Beauty,27.94,7,17,Health Zone,Garmin Ltd.
P00123842,Patio & Garden,47.44,2,13,Tech Haven,Samsung Electronics
P00300242,Toys,20.74,4,18,Game Zone,Razer Inc.
P00108642,Toys,45.56,6,9,Photo World,Canon Inc.
P00101742,Pets,23.01,2,13,Tech Haven,Samsung Electronics
P00367942,Health & Beauty,25.65,3,39,Sound Zone,Sonos Inc.
P00209642,Office & School Supplies,35.08,1,16,Electro Mart,Sony Corporation
P00085342,Automotive,33.17,1,16,Electro Mart,Sony Corporation
P00111942,Toys,9.46,4,18,Game Zone,Razer Inc.
P00283142,Furniture,9.32,1,16,Electro Mart,Sony Corporation
P00186642,Electronics,53.21,4,18,Game Zone,Razer Inc.
P00177142,Toys,71.78,5,18,InnoTech,Razer Inc.
P00350142,Toys,51.87,3,39,Sound Zone,Sonos Inc.
P00123742,Patio & Garden,46.11,2,13,Tech Haven,Samsung Electronics
P00338842,Patio & Garden,64.2,6,9,Photo World,Canon Inc.
P00368442,Patio & Garden,25.53,4,18,Game Zone,Razer Inc.
P00316842,Clothing,22.26,1,16,Electro Mart,Sony Corporation
P00320042,Grocery,5.9,3,39,Sound Zone,Sonos Inc.
P0095642,Health & Beauty,37.77,2,13,Tech Haven,Samsung Electronics
P00206342,Health & Beauty,64.64,3,39,Sound Zone,Sonos Inc.
P00316442,Health & Beauty,26.86,4,18,Game Zone,Razer Inc.
P00218742,Health & Beauty,70.6,6,9,Photo World,Canon Inc.
P00124942,Patio & Garden,18.46,4,18,Game Zone,Razer Inc.
P00267242,Patio & Garden,42.52,5,18,InnoTech,Razer Inc.
P00193942,Patio & Garden,52.34,4,18,Game Zone,Razer Inc.
P00180542,Patio & Garden,41.07,3,39,Sound Zone,Sonos Inc.
P00226842,Patio & Garden,69.91,6,9,Photo World,Canon Inc.
P00204742,Toys,56.76,2,13,Tech Haven,Samsung Electronics
P00285242,Pharmacy & OTC,30.1,4,18,Game Zone,Razer Inc.
P00232642,Toys,49.43,2,13,Tech Haven,Samsung Electronics
P00282342,Electronics,41.64,7,17,Health Zone,Garmin Ltd.
P00257842,Patio & Garden,43.91,2,13,Tech Haven,Samsung Electronics
P00303942,Toys,20.56,7,17,Health Zone,Garmin Ltd.
P00212442,Patio & Garden,47.41,1,16,Electro Mart,Sony Corporation
P00354842,Toys,11.31,6,9,Photo World,Canon Inc.
P00223142,Health & Beauty,42.1,3,39,Sound Zone,Sonos Inc.
P00191342,Electronics,73.86,3,39,Sound Zone,Sonos Inc.
P00015842,Grocery,4.95,5,18,InnoTech,Razer Inc.
